"ID","GENERO","REGION","EDAD_SEL","NIVEL_EDUCATIVO_AGRUPADO","CANT_MIEMBROS_HOGAR","CANT_DEMANDANTES_TOTAL","CANT_AYUDA_TOTAL","CONDICION_ACTIVIDAD_AGRUPADA","TIPO_HOGAR_NUCLEAR","TSS_GRANGRUPO_TRABAJOTOTAL","TSS_GRANGRUPO_OCUPACIONYAUTOCONSUMO","TSS_GRANGRUPO_TNR","TSS_GRANGRUPO_PERSONALES","TSS_GRUPO_TRABAJOOCUPACION","TSS_GRUPO_DOMESTICO","TSS_GRUPO_CUIDADO","TSS_GRUPO_TNROTROSHOGARES_VOLUNTARIAS","TSS_GRUPO_VOLUNTARIAS","TSS_GRUPO_EDUCACION","TSS_GRUPO_CONVIVENCIA","TSS_GRUPO_USODEMEDIOS","TSS_GRUPO_CUIDADOPERSONAL","TSS_GRUPO_CPERSONALSINDORMIR","TSS_GRUPO_PREPARARCOMIDA"
129668,"Varón","Patagonia",42,"Primario completo y secundario incompleto",4,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",100,0,100,1340,0,100,0,0,0,0,390,0,950,160,0
132675,"Mujer","Patagonia",85,"Hasta primario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",420,60,360,1020,0,360,0,0,0,0,0,0,1020,390,60
145625,"Mujer","Patagonia",36,"Primario completo y secundario incompleto",4,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",605,0,605,835,0,245,360,0,0,0,0,170,665,155,90
104286,"Varón","Patagonia",63,NA,1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",785,690,95,655,690,95,0,0,0,0,0,95,560,170,65
139874,"Mujer","Patagonia",15,"Primario completo y secundario incompleto",4,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",30,0,30,1410,0,30,0,0,0,350,0,190,870,230,0
121349,"Varón","Patagonia",36,"Primario completo y secundario incompleto",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",680,550,130,760,550,0,130,0,0,0,0,95,665,245,0
109409,"Mujer","Patagonia",19,"Primario completo y secundario incompleto",6,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",40,0,40,1400,0,40,0,0,0,0,150,240,1010,350,0
182501,"Mujer","Patagonia",25,"Primario completo y secundario incompleto",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",0,0,0,1440,0,0,0,0,0,0,0,310,1130,530,0
162722,"Mujer","Patagonia",73,"Hasta primario incompleto",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",665,160,505,775,160,195,310,0,0,0,0,0,775,115,90
116964,"Varón","Patagonia",48,"Hasta primario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",700,610,90,740,610,90,0,0,0,0,0,165,575,135,30
105488,"Varón","Patagonia",46,"Primario completo y secundario incompleto",5,3,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",695,575,120,745,575,90,30,0,0,0,0,45,700,190,0
126916,"Mujer","Patagonia",22,"Hasta primario incompleto",6,2,2,"No ocupado (Desocupado o Inactivo)","Nuclear completo",210,0,210,1230,0,210,0,0,0,0,190,115,925,255,0
163671,"Varón","Patagonia",66,"Primario completo y secundario incompleto",5,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",430,300,130,1010,300,130,0,0,0,0,0,150,860,200,60
198264,"Varón","Patagonia",25,"Primario completo y secundario incompleto",2,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",680,445,235,760,445,120,115,0,0,0,0,90,670,220,30
114072,"Mujer","Patagonia",57,"Secundario completo",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",75,0,75,1365,0,75,0,0,0,0,275,100,990,370,35
119549,"Mujer","Patagonia",25,"Terciario o universitario incompleto y más",4,1,0,"No ocupado (Desocupado o Inactivo)",NA,649.958,0,649.958,789.979,0,76.659,573.276,0,0,33.33,69.993,49.995,636.661,66.661,26.664
184446,"Varón","Patagonia",40,"Secundario completo",4,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",374.999,0,374.999,1064.998,0,50,324.999,0,0,0,375,103.332,586.666,166.666,35
179288,"Mujer","Patagonia",19,"Secundario completo",3,0,0,"No ocupado (Desocupado o Inactivo)",NA,200,140,60,1240,140,60,0,0,0,0,305,245,690,120,0
130171,"Varón","Patagonia",77,"Secundario completo",2,1,1,"No ocupado (Desocupado o Inactivo)",NA,0,0,0,1440,0,0,0,0,0,0,0,315,1125,435,0
185489,"Varón","Patagonia",43,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",360,0,360,1080,0,220,0,140,140,0,0,400,680,140,40
147112,"Varón","Patagonia",80,"Primario completo y secundario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",0,0,0,1440,0,0,0,0,0,0,105,330,1005,365,0
119272,"Varón","Patagonia",72,"Hasta primario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",60,0,60,1380,0,60,0,0,0,0,270,180,930,280,60
152708,"Varón","Patagonia",27,"Primario completo y secundario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)",NA,30,0,30,1410,0,30,0,0,0,0,440,150,820,70,30
124211,"Mujer","Patagonia",15,"Primario completo y secundario incompleto",4,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",0,0,0,1440,0,0,0,0,0,0,0,465,975,135,0
193265,"Varón","Patagonia",33,"Terciario o universitario incompleto y más",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",120,0,120,1320,0,120,0,0,0,330,0,300,690,60,60
140032,"Varón","Patagonia",38,"Terciario o universitario incompleto y más",4,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",850,730,120,590,730,120,0,0,0,0,0,90,500,200,30
139542,"Varón","Patagonia",47,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",590,590,0,850,590,0,0,0,0,0,0,120,730,120,0
108321,"Mujer","Patagonia",71,"Primario completo y secundario incompleto",4,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",670,0,670,770,0,670,0,0,0,0,0,240,530,50,150
143135,"Mujer","Patagonia",65,"Hasta primario incompleto",4,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",250,0,250,1190,0,250,0,0,0,0,270,310,610,130,150
189433,"Varón","Patagonia",37,"Secundario completo",3,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",360,0,360,1080,0,340,20,0,0,0,0,260,820,130,60
155481,"Varón","Patagonia",29,"Primario completo y secundario incompleto",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",540,540,0,900,540,0,0,0,0,0,0,140,760,280,0
192134,"Mujer","Patagonia",14,"Primario completo y secundario incompleto",6,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",5,0,5,1435,0,5,0,0,0,0,575,140,720,150,5
145266,"Mujer","Patagonia",84,"Primario completo y secundario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",150,0,150,1290,0,60,0,90,0,0,120,330,840,60,30
127650,"Mujer","Patagonia",64,"Secundario completo",4,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",170,0,170,1270,0,170,0,0,0,0,110,430,730,130,140
167113,"Varón","Patagonia",77,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",180,0,180,1260,0,180,0,0,0,0,0,340,920,440,30
186375,"Mujer","Patagonia",73,"Secundario completo",4,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",320,0,320,1120,0,250,0,70,0,0,200,195,725,215,115
184787,"Mujer","Patagonia",69,"Primario completo y secundario incompleto",2,1,1,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",30,0,30,1410,0,30,0,0,0,0,0,345,1065,345,0
146434,"Mujer","Patagonia",36,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",510,390,120,930,390,120,0,0,0,0,0,0,930,110,50
130984,"Mujer","Patagonia",57,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",35,0,35,1405,0,35,0,0,0,0,580,100,725,125,0
176896,"Varón","Patagonia",80,"Primario completo y secundario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",305,0,305,1135,0,305,0,0,0,0,0,260,875,305,85
196715,"Mujer","Patagonia",75,"Hasta primario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",305,0,305,1135,0,305,0,0,0,0,300,195,640,230,65
110905,"Mujer","Patagonia",17,"Primario completo y secundario incompleto",4,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",20,0,20,1420,0,20,0,0,0,330,150,310,630,210,0
138901,"Mujer","Patagonia",44,"Primario completo y secundario incompleto",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",785,370,415,655,370,185,230,0,0,0,0,115,540,90,30
119439,"Mujer","Patagonia",39,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",690,0,690,750,0,0,0,690,0,0,0,30,720,90,0
105546,"Mujer","Patagonia",18,"Primario completo y secundario incompleto",3,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",90,0,90,1350,0,90,0,0,0,120,725,10,495,55,0
122838,"Varón","Patagonia",16,"Primario completo y secundario incompleto",6,2,1,"No ocupado (Desocupado o Inactivo)","Nuclear completo",180,0,180,1260,0,30,150,0,0,320,205,5,730,300,0
109214,"Mujer","Patagonia",64,"Primario completo y secundario incompleto",2,1,1,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",0,0,0,1440,0,0,0,0,0,0,0,285,1155,325,0
113558,"Mujer","Patagonia",64,"Primario completo y secundario incompleto",2,2,2,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",220,0,220,1220,0,220,0,0,0,0,0,200,1020,360,100
157816,"Varón","Patagonia",41,"Primario completo y secundario incompleto",5,3,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",590,530,60,850,380,60,0,0,0,0,0,60,790,190,60
124217,"Varón","Patagonia",27,"Secundario completo",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",690,680,10,750,680,10,0,0,0,0,0,95,655,145,10
134248,"Varón","Patagonia",30,NA,4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",750,655,95,690,655,30,65,0,0,0,0,20,670,100,0
140923,"Mujer","Patagonia",18,"Secundario completo",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",770,705,65,670,705,50,15,0,0,0,0,0,670,150,20
113771,"Mujer","Patagonia",15,"Primario completo y secundario incompleto",5,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",0,0,0,1440,0,0,0,0,0,60,270,210,900,300,0
159786,"Mujer","Patagonia",19,"Secundario completo",5,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",160,0,160,1280,0,100,60,0,0,0,240,180,860,260,10
164263,"Varón","Patagonia",34,"Secundario completo",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",575,545,30,865,545,30,0,0,0,0,0,190,675,255,30
135236,"Mujer","Patagonia",28,"Secundario completo",5,3,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",975,780,195,465,780,90,105,0,0,0,0,30,435,135,30
105613,"Mujer","Patagonia",62,"Primario completo y secundario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",310,210,100,1130,210,100,0,0,0,0,340,150,640,100,100
172075,"Varón","Patagonia",29,NA,2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,580,500,80,860,500,80,0,0,0,0,50,60,750,280,40
173137,"Mujer","Patagonia",43,"Hasta primario incompleto",5,3,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",458.329,0,458.329,981.658,0,355,103.329,0,0,0,0,43.329,938.329,238.329,55
152377,"Mujer","Patagonia",47,"Primario completo y secundario incompleto",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",320,0,320,1120,0,320,0,0,0,0,160,45,915,185,110
101594,"Mujer","Patagonia",61,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",605,590,15,835,590,15,0,0,0,0,0,115,720,60,15
108018,"Mujer","Patagonia",38,"Primario completo y secundario incompleto",9,6,1,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",763.331,250,513.331,676.662,250,110,273.331,130,130,0,0,23.331,653.331,233.331,20
145639,"Varón","Patagonia",62,"Hasta primario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",700,550,150,740,550,150,0,0,0,0,0,0,740,260,30
197816,"Mujer","Patagonia",31,"Primario completo y secundario incompleto",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",1040,970,70,400,970,0,70,0,0,0,70,0,330,90,0
102394,"Mujer","Patagonia",21,"Primario completo y secundario incompleto",4,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",916.664,0,916.664,523.332,0,481.662,434.997,0,0,0,0,0,523.332,63.332,36.665
161179,"Varón","Patagonia",67,"Primario completo y secundario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",370,370,0,1070,370,0,0,0,0,0,0,0,1070,640,0
149777,"Varón","Patagonia",65,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",600,330,270,840,330,270,0,0,0,0,0,130,710,340,10
142652,"Mujer","Patagonia",70,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",15,0,15,1425,0,15,0,0,0,0,730,0,695,165,15
133399,"Mujer","Patagonia",59,"Hasta primario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,440,400,40,1000,400,40,0,0,0,0,0,255,745,305,35
167981,"Varón","Patagonia",43,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",815,800,15,625,800,15,0,0,0,0,0,70,555,125,0
184135,"Mujer","Patagonia",57,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",860,680,180,580,680,180,0,0,0,0,0,10,570,160,60
142132,"Mujer","Patagonia",51,"Primario completo y secundario incompleto",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",380,0,380,1060,0,380,0,0,0,0,150,120,790,110,90
185545,"Varón","Patagonia",55,"Secundario completo",4,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",270,0,270,1170,0,90,180,0,0,0,385,10,775,235,0
190558,"Mujer","Patagonia",74,"Primario completo y secundario incompleto",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",180,0,180,1260,0,180,0,0,0,0,300,120,840,160,60
104178,"Varón","Patagonia",79,"Primario completo y secundario incompleto",3,1,0,"No ocupado (Desocupado o Inactivo)",NA,280,0,280,1160,0,130,150,0,0,0,0,150,1010,410,0
148657,"Varón","Patagonia",76,"Hasta primario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",180,0,180,1260,0,180,0,0,0,0,300,150,810,120,50
177751,"Varón","Patagonia",64,"Hasta primario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",270,0,270,1170,0,270,0,0,0,0,270,180,720,160,80
134424,"Varón","Patagonia",30,"Primario completo y secundario incompleto",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",318.325,318.325,0,1121.65,318.325,0,0,0,0,0,0,401.65,720,110,0
116114,"Mujer","Patagonia",18,"Primario completo y secundario incompleto",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",305,0,305,1135,0,150,155,0,0,0,260,0,875,175,50
181999,"Mujer","Patagonia",49,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",530,0,530,910,0,270,260,0,0,0,0,210,700,310,60
187348,"Mujer","Patagonia",54,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",500,285,215,940,285,215,0,0,0,0,0,175,765,345,110
182457,"Mujer","Patagonia",76,"Primario completo y secundario incompleto",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",495,300,195,945,0,195,0,0,0,0,0,215,730,260,150
136208,"Mujer","Patagonia",52,"Primario completo y secundario incompleto",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",349.992,0,349.992,1089.996,0,349.992,0,0,0,0,0,144.996,945,275,80
115921,"Mujer","Patagonia",17,"Primario completo y secundario incompleto",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",240,0,240,1200,0,240,0,0,0,0,0,210,990,390,90
125317,"Mujer","Patagonia",67,"Primario completo y secundario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",405,0,405,1035,0,405,0,0,0,0,0,220,815,395,130
115983,"Varón","Patagonia",46,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",470,360,110,970,360,110,0,0,0,0,180,60,730,130,30
169206,"Varón","Patagonia",36,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",694.996,570,124.996,744.992,570,124.996,0,0,0,0,0,129.992,615,135,80
185143,"Varón","Patagonia",30,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",630,570,60,810,570,60,0,0,0,0,30,60,720,90,0
189233,"Mujer","Patagonia",38,"Secundario completo",4,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",663.33,405,258.33,776.66,405,138.33,120,0,0,0,0,111.66,665,215,105
124606,"Mujer","Patagonia",46,"Primario completo y secundario incompleto",2,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",600,490,110,840,490,30,80,0,0,0,0,80,760,260,20
128163,"Mujer","Patagonia",24,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",460,380,80,980,380,80,0,0,0,125,90,65,700,250,80
131918,"Varón","Patagonia",34,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",310,310,0,1130,310,0,0,0,0,0,540,0,590,80,0
177649,"Varón","Patagonia",36,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",800,760,40,640,760,40,0,0,0,0,0,119.994,519.997,159.997,40
182879,"Mujer","Patagonia",39,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",570,570,0,870,570,0,0,0,0,0,0,60,810,310,0
152738,"Mujer","Patagonia",35,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",960,945,15,480,945,15,0,0,0,0,0,30,450,90,15
181894,"Mujer","Patagonia",47,"Terciario o universitario incompleto y más",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",725,380,345,715,380,135,210,0,0,0,120,20,575,95,50
195906,"Varón","Patagonia",22,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)",NA,390,0,390,1050,0,0,0,390,390,0,210,230,610,120,0
181335,"Mujer","Patagonia",54,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",670,510,160,770,510,160,0,0,0,0,0,170,600,240,110
177119,"Mujer","Patagonia",43,"Terciario o universitario incompleto y más",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",520,270,250,920,270,130,120,0,0,0,0,140,780,240,10
163667,"Varón","Patagonia",38,"Primario completo y secundario incompleto",2,1,1,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",108.332,0,108.332,1331.664,0,53.332,55,0,0,0,460,81.664,790,100,23.332
169066,"Varón","Patagonia",76,"Primario completo y secundario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",60,0,60,1380,0,60,0,0,0,0,0,330,1050,360,0
155629,"Varón","Patagonia",64,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",630,630,0,810,630,0,0,0,0,0,0,120,690,200,0
159033,"Mujer","Patagonia",61,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,450,110,340,990,110,340,0,0,0,0,0,270,720,170,40
199183,"Mujer","Patagonia",34,"Terciario o universitario incompleto y más",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",755,560,195,685,560,15,180,0,0,0,135,30,520,40,15
170780,"Mujer","Patagonia",51,"Terciario o universitario incompleto y más",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",710,500,210,730,500,210,0,0,0,0,70,0,660,130,40
168716,"Mujer","Patagonia",96,"Secundario completo",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",0,0,0,1440,0,0,0,0,0,0,530,100,810,180,0
110702,"Varón","Patagonia",35,"Secundario completo",3,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",624.994,0,624.994,814.994,0,299.998,324.996,0,0,10,40,129.996,634.998,94.998,59.998
179856,"Varón","Patagonia",64,"Secundario completo",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",180,0,180,1260,0,180,0,0,0,0,150,435,675,195,0
103921,"Mujer","Patagonia",55,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",295,0,295,1145,0,295,0,0,0,0,120,210,815,245,95
195191,"Mujer","Patagonia",20,"Secundario completo",6,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",80,0,80,1360,0,50,30,0,0,0,170,345,845,185,0
117451,"Mujer","Patagonia",46,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",550,550,0,890,550,0,0,0,0,0,0,35,855,135,0
163236,"Mujer","Patagonia",59,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",210,0,210,1230,0,140,0,70,0,0,90,240,900,300,60
134168,"Mujer","Patagonia",18,"Terciario o universitario incompleto y más",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",150,0,150,1290,0,150,0,0,0,140,0,285,865,205,30
104965,"Varón","Patagonia",54,"Primario completo y secundario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",480,0,480,960,0,260,0,220,0,0,0,375,585,125,0
104096,"Varón","Patagonia",22,"Secundario completo",4,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",70,0,70,1370,0,70,0,0,0,0,0,450,920,190,0
116232,"Varón","Patagonia",67,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",0,0,0,1440,0,0,0,0,0,0,0,285,1155,495,0
185546,"Varón","Patagonia",40,"Terciario o universitario incompleto y más",4,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",800,695,105,640,695,105,0,0,0,0,0,55,585,155,45
155454,"Varón","Patagonia",28,"Primario completo y secundario incompleto",4,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",610,580,30,830,580,30,0,0,0,0,0,90,740,170,0
126268,"Mujer","Patagonia",19,"Terciario o universitario incompleto y más",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",130,0,130,1310,0,130,0,0,0,290,120,300,600,120,50
161628,"Mujer","Patagonia",70,"Primario completo y secundario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",260,0,260,1180,0,260,0,0,0,0,320,100,760,240,110
163239,"Mujer","Patagonia",25,"Secundario completo",4,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",95,0,95,1345,0,70,0,25,25,0,360,245,740,260,0
157544,"Mujer","Patagonia",38,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",890,750,140,550,750,140,0,0,0,0,0,0,550,120,30
162833,"Mujer","Patagonia",61,"Primario completo y secundario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",640,0,640,800,0,640,0,0,0,0,0,110,690,200,90
127843,"Varón","Patagonia",30,"Primario completo y secundario incompleto",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",590,590,0,850,590,0,0,0,0,0,120,105,625,205,0
174056,"Mujer","Patagonia",27,"Secundario completo",4,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",544.995,0,544.995,894.99,0,45,499.995,0,0,0,210,49.995,634.995,154.995,0
141913,"Mujer","Patagonia",18,"Primario completo y secundario incompleto",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",0,0,0,1440,0,0,0,0,0,320,330,120,670,280,0
144765,"Mujer","Patagonia",75,"Secundario completo",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",475,0,475,965,0,475,0,0,0,0,0,205,760,200,140
